Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_68_31_5_all-16,0.50122,0.225281,-0.272803,-0.408178,-0.174737,-0.367462,0.162005,-0.442299,-0.741975
UID_68_31_6_all-13,0.866086,0.522364,-0.0517824,-0.669698,0.175083,0.917713,-0.363603,-0.111761,0.442247
UID_68_32_1_all-7,-2.65799,0.182657,3.40949,-2.96857,-0.723169,-4.54164,-1.46332,3.46747,-2.14639
UID_68_32_2_all-22,0.621059,0.296714,-0.111792,-0.066244,0.189613,1.26124,-0.366514,0.00247195,0.195287
UID_68_33_10_all-11,0.285332,0.387897,-0.558636,0.343059,1.07566,-0.192979,0.302929,-0.021044,-0.215478
UID_68_33_11_all-7,0.257314,0.165566,0.177261,0.134507,-0.372208,-1.35437,0.896827,-0.211135,-0.32088
UID_68_33_12_all-6,-0.0462429,0.166745,0.703683,-0.0681553,-1.60499,-2.68311,2.12342,-1.07559,0.255427
UID_68_33_13_all-9,0.668754,0.444787,-0.0777171,-0.0827417,-0.140005,-0.0257845,-0.0442456,1.09343,0.532927
UID_68_33_1_all-9,0.50371,0.521688,0.33401,-0.174935,-1.91196,1.10255,0.499936,-0.562831,-1.29487
UID_68_33_2_all-15,0.874358,0.421916,-0.0199506,-0.805723,-0.40804,0.294662,-0.30094,0.531195,0.110446
UID_68_33_3_all-8,-0.174805,-0.575939,0.480052,2.52469,-0.411761,1.82682,4.3222,1.14869,-0.0259601
UID_68_33_4_all-18,0.782121,0.425144,-0.167704,-0.967912,-0.286171,0.399777,-0.164024,0.107775,-0.00919242
UID_68_33_5_all-3,0.694291,0.54607,-0.241034,-0.515919,0.146519,0.205101,0.00420662,-0.386189,-0.381815
UID_68_33_6_all-12,0.693524,0.546823,-0.0995887,-0.0958696,-0.00657265,-0.169943,-0.22249,0.305682,-0.0381371
UID_68_33_7_all-10,0.55123,-0.427753,0.077765,-0.77454,-0.450398,0.140866,-0.0192627,-0.017506,-0.062961
UID_68_33_8_all-20,0.453396,-0.112746,0.00811334,0.0430034,0.454473,0.0521599,0.383859,0.308124,0.600644
UID_68_33_9_all-12,0.522088,-0.305889,-0.0163298,-0.263396,0.0811093,0.00289886,0.0164526,0.0513825,0.137457
UID_68_34_10_all-15,0.731331,1.7363,-1.08174,0.977522,2.652,-0.126562,0.313316,1.21484,-0.574253
UID_68_34_11_all-9,0.672123,1.08633,0.0636182,0.324829,0.0489658,1.38845,-0.853197,-0.980625,0.358497
UID_68_34_1_all-17,0.769556,0.62269,-0.317022,-0.505264,0.168359,0.600338,-0.226141,0.557029,0.338163
UID_68_34_2_all-12,0.856685,0.646379,-0.374415,-0.958926,-0.440118,0.808747,-0.206179,-0.277865,-0.42047
UID_68_34_3_all-11,0.413958,-0.212644,0.389791,-0.140132,-1.13891,-0.657128,0.0747329,0.195523,0.724015
UID_68_34_4_all-12,0.38148,-0.343959,0.493812,0.0185224,-0.30825,0.459636,-0.937529,-0.994798,-0.31916
UID_68_34_5_all-12,0.45469,-0.207214,0.0289359,-0.659351,-0.234526,0.0569275,-0.115184,0.34532,-0.162224
UID_68_34_6_all-14,0.928227,0.483857,0.0264027,-1.03692,-0.273001,0.10179,0.176118,0.48921,0.107461
UID_68_34_7_all-6,0.58662,0.596109,-0.315831,0.141032,0.980679,-0.215136,-0.283459,-0.186504,-0.381434
UID_68_34_8_all-15,0.625134,0.0952084,0.0662074,-0.601821,-0.299037,0.255257,-0.340234,-0.096801,0.199745
UID_68_34_9_all-11,0.561958,-0.0552916,-0.0735279,-0.430154,-0.2324,-0.224337,0.79166,-0.116746,-0.252802
UID_68_35_10_all-9,0.229504,0.623415,0.227098,-0.324737,-0.937623,-1.45663,1.42229,-0.00177292,0.251949
UID_68_35_1_all-10,0.77758,0.716195,-0.0615787,-0.3479,0.236502,0.178054,-0.28417,-0.671655,-0.000674292
UID_68_35_2_all-12,0.688489,-0.0523445,-0.0270518,-0.661765,-0.119005,0.200238,0.132954,-0.128838,-0.011302
UID_68_35_3_all-7,0.441299,0.148853,0.0767068,-0.663876,-0.245592,-0.329698,-0.311617,0.289579,-0.042975
UID_68_35_4_all-2,0.147505,1.00847,-0.985979,-0.114682,1.00456,-1.98914,-2.2299,0.45514,-0.200825
UID_68_35_5_all-4,-0.057589,1.42213,1.42655,0.855516,-0.482131,-2.04455,2.08942,-1.74083,1.0407
UID_68_35_6_all-16,0.591518,0.865674,0.885651,-1.24123,-1.42498,-1.81681,0.84548,0.518005,0.19044
UID_68_35_7_all-12,0.37704,-0.156376,-0.255561,-0.0938527,0.536432,-0.170674,0.422893,-0.012434,-0.129112
UID_68_35_8_all-17,0.395553,-0.628329,0.0926551,-0.481912,-0.271304,0.145326,0.191235,-0.209059,-0.0808728
UID_68_35_9_all-12,0.74676,0.417862,0.0729234,-0.835546,-0.410826,-0.0196945,0.247993,-0.423125,0.0251205
UID_68_36_1_all-14,0.326795,-0.298987,-0.17231,-0.343411,0.170864,0.229061,0.0254142,-0.187453,0.0611082
UID_68_36_2_all-15,0.715414,0.28482,0.513732,-0.398191,-0.937033,-0.302677,0.397117,-0.674762,-0.169364
UID_68_36_3_all-7,0.679197,0.276021,-0.0694357,-0.282168,0.219282,0.879068,0.00955248,0.101694,0.601582
UID_68_36_4_all-4,0.510186,1.43042,-0.0602395,0.737056,0.052651,-0.319234,-0.736766,0.892604,0.216796
UID_68_36_5_all-15,0.645309,0.413496,-0.294172,-0.0822556,0.399401,0.124127,0.781757,0.301263,0.143703
UID_68_36_6_all-12,0.326023,-0.793464,0.0259041,-0.37344,-0.0282585,0.0681514,0.143334,-0.271475,0.0806832
UID_68_36_7_all-8,0.735638,1.2563,0.174502,0.991839,-0.206303,0.304387,-0.0336893,1.52191,0.0760161
UID_68_36_8_all-8,0.259489,0.106342,-0.367643,0.585972,0.334359,-0.38677,-0.162423,1.12444,-0.0652784
UID_68_36_9_all-12,0.629452,0.150813,0.182334,-0.538511,-0.487777,0.0943811,-0.134298,-0.233473,-0.0152878
UID_68_37_10_all-11,0.368695,-0.623052,0.0533712,-0.406306,-0.160072,-0.027744,-0.0301404,0.166007,-0.204498
UID_68_37_11_all-12,0.707169,0.130872,-0.0921094,-0.130991,-0.566825,-0.252088,0.577511,-0.156713,-0.182371
UID_68_37_12_all-6,0.55447,0.250639,-0.215263,-0.498381,0.153457,0.109675,0.0987487,-0.374714,-0.103576
UID_68_37_13_all-17,0.421722,-0.207334,0.0414458,-0.326699,-0.270496,-0.242826,0.128585,-0.194212,-0.232236
UID_68_37_14_all-15,0.498953,0.209182,0.29718,0.0815202,-0.986398,-0.293221,0.395356,0.725847,-0.154089
UID_68_37_15_all-7,0.475228,0.349332,0.201726,-0.129397,-0.291689,-0.332992,0.0907616,-1.10946,0.0235734
UID_68_37_1_all-12,0.511872,-0.174319,-0.238146,-0.248571,0.106708,0.00608767,0.408357,0.0147432,-0.0391478
UID_68_37_2_all-17,0.663558,0.0416274,0.124147,-0.461812,0.00773989,-0.245098,-0.0596995,-0.400475,-0.125255
UID_68_37_3_all-8,0.428303,0.578632,0.10363,-0.342713,-0.598605,-0.720809,0.674463,-0.143354,0.0888019
UID_68_37_4_all-10,0.298186,-0.409976,-0.189975,-0.390014,0.0699039,0.151793,0.125892,-0.0495213,0.0343646
UID_68_37_5_all-7,0.803227,0.502542,-0.0942842,-1.05896,-0.263809,0.554019,-1.12084,-0.163505,-0.278631
UID_68_37_6_all-9,0.545714,0.182172,-0.373876,-0.147261,0.126272,0.34779,-0.0517532,0.551171,0.051406
UID_68_37_7_all-21,0.749526,0.69892,-0.222039,-0.487901,-0.449583,-0.0841659,0.851249,1.02588,0.333951
UID_68_37_8_all-5,0.564081,-0.165193,-0.0276358,-0.593747,-0.098991,0.0381401,0.408224,-0.116364,0.0348453
UID_68_37_9_all-10,0.449549,-0.338517,-0.174446,0.0442814,0.284637,-0.503553,0.261389,0.00332776,0.311657
UID_68_3_1_all-6,-2.93154,0.410015,-2.90612,0.677779,-2.24067,2.11807,-0.915312,0.0833298,2.66294
UID_68_3_2_all-13,0.674497,0.0820814,-0.113009,-0.413196,0.0943732,0.721657,-0.144766,-0.116663,-0.0506957
UID_68_3_3_all-8,0.427742,0.170686,-0.364499,0.396408,0.564676,0.216936,0.398456,0.717893,0.00650358
UID_68_3_4_all-22,0.716475,0.404025,-0.122034,-0.175991,0.449028,0.0807017,0.0752135,0.101193,0.312815
UID_68_3_5_all-10,0.494068,0.190073,-0.537563,-0.803111,-0.13683,0.138152,-0.215032,0.708863,-0.102668
UID_68_3_6_all-9,-2.28305,1.36532,3.82986,1.9869,-0.690132,3.05156,-0.184632,1.38956,0.590438
UID_68_4_1_all-14,0.863585,0.548299,-0.135873,-0.498643,-0.279095,-0.18865,-0.148349,0.543831,-0.303288
UID_68_4_2_all-13,0.647841,2.42136,-0.749848,1.56134,2.96745,-0.648093,0.114798,2.65822,-0.147852
UID_68_4_3_all-10,0.486365,1.04383,-0.22957,-0.0125663,1.06447,-0.55658,0.589247,-0.510915,-0.266138
UID_68_4_4_all-25,0.857593,0.49266,-0.104687,-0.769221,-0.219468,0.62874,-0.303006,0.223016,0.291904
UID_68_4_5_all-21,0.899708,1.00283,-0.32774,-0.297031,0.433367,0.659084,-0.0218168,0.225948,0.249157
UID_68_5_10_all-9,0.386673,-0.0911709,-0.403757,0.188243,0.742507,-0.0687689,0.391232,0.255149,0.285649
UID_68_5_11_all-16,0.688933,0.579803,-0.0118109,-0.0658681,0.308665,0.56099,-0.322825,0.150881,0.57083
UID_68_5_1_all-13,0.829856,0.451305,0.114604,-0.81603,-0.426248,0.348976,-0.102857,-0.648409,-0.0012067
UID_68_5_2_all-12,0.633772,0.975094,-0.718854,0.14689,1.21812,-0.0724725,0.430398,0.307911,-0.30268
UID_68_5_3_all-11,0.609118,0.252635,-0.185903,-0.128686,0.167496,0.0788225,0.0666619,0.46928,-0.0487819
UID_68_5_4_all-10,0.689083,1.2521,-0.917008,0.505783,1.31839,-0.0587525,0.821919,1.04158,0.65251
UID_68_5_5_all-5,-0.809875,1.28114,2.12663,2.17366,-4.24239,-3.75787,0.20489,-2.03147,-2.38483
UID_68_5_6_all-8,0.53319,-0.0244117,-0.185837,-0.110801,0.26241,0.119178,0.391553,0.119935,-0.254503
UID_68_5_7_all-10,0.736831,0.275931,-0.167438,-0.569528,0.0924169,0.295214,0.0377336,-0.0119396,0.0167446
UID_68_5_8_all-5,0.159854,0.316777,0.921899,0.228033,-2.34516,-1.44977,-0.563926,-0.927632,-1.00815
UID_68_5_9_all-12,0.646807,0.108558,-0.0841786,-0.545631,0.143488,0.194198,0.0189665,-0.118427,0.165303
UID_68_6_1_all-10,0.64231,0.428841,-0.482323,-0.223522,0.393722,-0.0269823,0.400708,-0.19318,-0.500865
UID_68_6_2_all-9,0.657795,0.562512,-0.464623,-1.0045,-0.14033,0.599831,-0.140824,0.0869101,-0.146996
UID_68_6_3_all-10,0.488584,0.541675,-0.0552457,-0.30568,-0.326244,0.319785,-0.727525,1.25612,0.60723
UID_68_6_4_all-15,0.472656,-0.125937,-0.184877,-0.185385,0.454859,0.222892,-0.224419,-0.0178187,0.10501
UID_68_6_5_all-18,0.663825,0.322039,-0.167177,-0.62946,-0.00855891,-0.229186,0.116199,-0.357295,-0.71028
UID_68_6_6_all-11,0.483387,0.61385,0.270958,-0.155751,0.348054,-0.0651846,-0.872838,-2.7658,-1.16104
UID_68_6_7_all-11,0.663559,0.401969,0.0552654,0.0802916,0.756729,-0.150785,-0.213594,-0.320834,-0.114428
UID_68_6_8_all-11,0.440663,0.339827,0.0279453,0.102446,0.00769692,0.24588,-0.0341165,-0.0493323,0.069173
UID_68_6_9_all-16,-1.47176,1.75062,4.36666,1.24393,-3.17348,1.28853,-2.059,0.31429,0.557412
UID_68_7_1_all-8,0.930317,0.465223,-0.0562122,-1.21602,-0.391045,0.290365,-0.128056,0.0986678,0.0456653
UID_68_7_2_all-10,0.695699,0.841665,-0.297531,-0.270352,0.481603,1.08386,-0.546505,-0.573962,-0.434011
UID_68_7_3_all-19,0.798227,1.32449,-0.357679,0.852251,0.718725,-0.708832,-0.0850233,2.07354,0.0856128
UID_68_8_1_all-15,0.666213,0.511564,-0.267253,-0.501268,-0.0308998,0.266064,-0.0612455,0.399671,0.0793542
UID_68_8_2_all-7,0.288497,0.147384,-0.619919,-0.23913,-0.222805,1.25499,-2.07015,-0.0492276,0.783055
UID_68_8_3_all-11,-2.5431,1.35777,-2.65494,-0.859898,-0.689159,-0.497541,1.11641,0.337468,1.26209
UID_68_9_1_all-18,0.695724,0.0592923,-0.136614,-0.566004,-0.829614,-0.60189,0.252381,-0.458089,-0.0339249
UID_68_9_2_all-5,-1.67646,1.4853,2.00067,-1.07411,3.4233,1.7267,0.184219,-3.2841,1.6341
UID_68_9_3_all-11,0.63283,0.921587,-0.380426,0.37029,1.57411,0.0156876,0.32329,1.26119,0.700152
UID_68_9_4_all-8,0.823171,0.28893,-0.0336092,-0.773801,-0.344327,0.320684,-0.108001,0.285508,0.127355
UID_68_9_5_all-18,0.604532,0.372216,0.130836,-0.224234,-0.345806,-0.00905651,0.212787,-0.648032,-0.365622
UID_68_9_6_all-6,0.390721,0.433637,-0.0719729,0.354125,-0.29601,0.326908,-0.6163,1.59062,0.591732
UID_68_9_7_all-8,0.166286,1.27781,0.0153174,-0.475436,-1.31448,-3.35821,3.24494,0.398652,0.0339099
UID_68_9_8_all-7,0.573646,0.652971,0.0540196,-0.641272,-0.378631,0.0539933,-0.49553,-0.737617,0.116345
UID_68_9_9_all-14,0.694637,0.0712726,0.164674,-0.923312,-0.71916,0.379599,0.405282,0.151175,0.340785
UID_72_14_1_all-13,0.852345,0.980793,-0.506975,-0.49286,0.602548,0.12034,-0.0635154,-0.128774,-0.245033
UID_72_1_1_all-18,0.217299,1.88573,0.319111,3.43337,-1.83424,2.15314,0.454682,-1.89799,-2.15011
UID_72_28_1_all-5,0.700462,0.842512,-0.210626,-0.177714,0.203504,-0.280805,-0.0801875,-0.463778,-0.644444
UID_72_29_1_all-16,0.517031,0.924573,-0.706524,0.182893,1.46366,-0.284378,0.291959,-0.26803,-0.423129
UID_72_2_1_all-13,0.716661,0.496339,-0.411665,-0.506239,0.216184,0.241474,0.0806986,-0.313527,-0.0707514
UID_72_30_1_all-23,0.885493,0.918189,-0.46859,-0.762549,0.166835,0.129036,0.0419742,-0.0383793,-0.395984
UID_72_31_1_all-19,0.904805,0.651786,-0.290242,-0.548124,0.247609,0.0510404,0.173425,-0.190568,-0.047289
UID_72_32_1_all-23,0.795242,0.752325,-0.319674,-0.343082,0.316186,0.0126927,0.361894,0.219417,0.158339
UID_72_33_1_all-2,0.941771,0.807822,-0.479191,-0.837508,0.325541,0.517934,-0.326635,-0.02748,0.125236
UID_72_3_1_all-25,0.775539,0.972819,-0.430452,-0.034381,0.694143,-0.0740172,-0.15002,0.38369,-0.296101
UID_72_3_2_all-29,0.625844,1.00018,-0.67487,0.215619,0.863101,-0.180719,0.816865,0.60102,-0.22393
UID_72_5_1_all-10,0.804343,1.35809,-0.220943,0.791803,1.53987,0.45323,0.0684016,0.273166,0.571416
UID_72_8_1_all-25,0.682752,0.496508,-0.0444282,-0.50645,-0.205649,-0.209883,-0.019846,0.935476,0.181592
UID_72_8_2_all-2,0.48181,0.550164,-0.610625,0.66769,1.59112,-0.0412551,0.867225,0.206286,0.0646003
UID_74_11_1_all-29,0.597802,0.41143,-0.346948,-0.0687409,0.675047,0.050646,-0.0352411,0.0849291,-0.21924
UID_74_11_2_all-32,0.728125,0.689772,-0.387537,-0.0516427,0.969388,-0.114832,0.192125,-0.355875,-0.308679
UID_74_12_1_all-12,0.818874,0.512152,-0.450328,-0.723235,0.14203,0.33852,-0.3514,-0.259488,-0.41096
UID_74_12_2_all-28,0.790981,1.24621,-0.263842,0.231606,0.276702,-0.786987,0.120082,0.736686,-0.658785
UID_74_13_1_all-15,0.677272,0.150888,-0.203302,-0.81287,-0.182851,0.320999,-0.323351,0.436713,0.155947
UID_74_16_1_all-30,0.89489,0.809909,-0.370529,-0.764148,0.2269,0.0861557,0.0946539,-0.258219,-0.360232
UID_74_17_1_all-38,0.733248,0.26884,-0.156071,-0.511488,0.17487,0.155016,0.0356558,-0.0736996,-0.0247151
UID_74_18_1_all-24,0.797961,0.330498,-0.0791207,-0.691525,-0.0779082,0.82548,-0.136619,-0.156479,-0.0664579
UID_74_18_2_all-12,0.594347,-0.118655,0.0570652,-0.379062,0.111229,0.0771797,-0.0946599,-0.0906178,0.198408
UID_74_19_1_all-17,0.645613,0.626042,0.668898,-0.44065,-1.1717,-2.05731,1.24846,1.24149,0.19122
UID_74_1_1_all-30,0.550042,0.587002,-0.445131,0.285231,0.994965,0.431736,0.259014,0.463022,0.0731003
UID_74_1_2_all-26,0.702028,0.24377,-0.160567,-0.494193,-0.0839202,-0.409532,-0.335862,-0.0577827,-0.680316
UID_74_1_3_all-17,-2.36476,-1.12324,5.10522,3.88513,-0.85823,2.52367,-1.80803,4.11764,-2.92349
UID_74_1_4_all-23,0.742833,0.81621,-0.0888016,0.113509,0.812394,-0.515142,-0.0174625,0.240777,-0.0263638
UID_74_20_1_all-19,0.62504,1.14038,-0.757102,0.552343,1.50073,-0.122602,0.493266,0.474783,-0.0258343
UID_74_21_1_all-13,0.773224,0.45977,0.287004,-0.723895,-0.397458,0.28705,-0.360149,-0.999845,-0.0184484
UID_74_22_1_all-20,0.872039,1.07308,-0.605489,-0.20121,0.822909,-0.0436908,0.361441,0.00288768,-0.400667
UID_74_2_1_all-19,0.477406,0.101029,-0.481171,0.260214,0.332426,-0.99979,1.21781,-0.622885,-0.690145
UID_74_2_2_all-25,0.538677,0.775134,-0.482705,0.346647,1.08383,-0.851168,0.59941,0.116915,-0.470116
UID_74_2_3_all-30,0.573103,0.747184,0.396785,0.231133,-0.746715,-1.41713,-0.169121,-0.41372,-0.828898
UID_74_2_4_all-15,0.757651,1.06906,-0.552169,-0.52779,0.136328,-0.138251,0.0330618,-0.404082,-0.938449
UID_74_36_1_all-5,0.860125,0.530817,-0.0626719,-0.485457,0.179366,0.264262,0.175231,0.277062,0.242434
UID_74_38_1_all-6,0.611746,0.843613,0.0451425,0.244002,-0.208007,-0.36336,-0.550593,0.459917,-0.0835389
UID_74_3_1_all-13,0.737736,0.184131,-0.0484407,-0.621657,-0.0197898,-0.143093,0.069736,0.0273213,0.109725
UID_74_3_2_all-12,-0.67687,-0.0480319,-0.757266,2.93007,0.648113,-0.290059,3.30649,0.801049,1.06709
UID_74_3_3_all-14,0.164144,2.51268,0.565094,3.29724,1.53596,1.23608,-0.679107,0.325316,0.584062
UID_74_6_1_all-17,0.841116,0.780348,-0.397472,-0.532303,0.335564,0.158211,0.348673,-0.057969,-0.00200059
UID_74_6_2_all-15,0.930235,0.550705,0.0356584,-0.557484,-0.366403,0.177704,-0.0691148,-0.0177531,0.107336
UID_74_7_1_all-8,0.690865,0.590963,-0.215081,-0.0385458,0.509761,0.191148,-0.0977457,0.947744,0.270015
UID_74_9_1_all-29,0.733025,0.951947,-0.624076,0.0485182,1.13945,-0.442927,0.133645,-0.124327,-0.522636
UID_74_9_2_all-29,0.809842,1.24299,-0.837961,-0.0879634,0.772136,0.0304844,0.175538,-0.175799,-0.253646
UID_75_10_1_all,-2.86473,1.93782,0.752437,-2.25495,1.00451,0.3713,0.860453,-0.349431,1.43405
UID_75_10_2_all,-3.3095,2.36692,1.33152,-3.00219,-1.68118,0.805675,0.149184,-2.51343,0.543495
UID_75_11_1_all-4,-0.0829188,1.67814,1.07468,-1.29638,-0.585194,3.08118,-0.873246,2.62288,0.047758
UID_75_13_1_all-15,0.506279,0.839426,0.23036,0.371861,-0.755007,0.24516,-0.288137,-0.370228,-0.603669
UID_75_13_2_all-27,0.569463,-0.029393,-0.0454128,-0.805994,-0.533222,0.731128,-0.600347,-0.141804,-0.162658
UID_75_14_1_all-11,0.482597,0.522975,0.0988748,-0.86124,-0.768358,-0.412034,-0.136622,0.206894,0.294157
UID_75_14_2_all-21,0.645043,0.106452,-0.0827888,-0.718746,-0.501988,0.362827,-0.0217654,0.333284,0.178794
UID_75_15_1_all-14,0.455436,0.125182,0.0731094,-0.166037,0.0486106,0.904152,-0.442396,0.187817,0.964694
UID_75_15_2_all-17,0.542879,-0.103043,0.246582,-0.408275,-0.625608,0.116442,-0.0147231,0.0807449,0.251839
UID_75_17_1_all-26,0.482558,0.254867,-0.307364,-0.150035,0.0970479,0.0505464,0.169085,0.903643,0.122307
UID_75_17_2_all-19,0.469072,-0.128139,-0.247543,-0.28569,-0.166748,0.324259,0.121457,0.504979,0.0311819
UID_75_17_3_all-19,0.571421,0.273431,-0.309538,-0.301401,0.0850757,0.00795017,0.0211604,0.152519,-0.323543
UID_75_18_1_all-29,0.583885,0.371923,-0.271208,-0.737996,-0.335892,0.595163,-0.486141,0.323549,0.114002
UID_75_18_2_all-25,0.718961,0.10622,0.00266586,-0.798677,-0.436461,0.0268982,0.316151,0.267026,0.314376
UID_75_1_1_all-9,0.325197,0.34703,-0.113496,0.729297,0.545419,-0.12964,-0.355189,0.0883151,0.14153
UID_75_1_2_all-35,0.76865,0.512028,-0.430114,-0.528854,0.125985,0.0409346,0.0547217,-0.440368,-0.312491
UID_75_1_3_all-18,0.492201,-0.321238,0.176987,-0.616342,-0.546383,0.364233,-0.518166,-0.108968,0.205373
UID_75_1_4_all-23,0.569224,0.277817,-0.257271,-0.337029,0.0856526,0.224379,0.0457361,0.252633,-0.120722
UID_75_21_1_all-30,0.559149,0.0339468,-0.200333,-0.249181,0.470473,0.243528,0.090174,-0.306666,-0.16352
UID_75_21_2_all-4,0.361116,-0.74924,0.0338452,-0.497328,-0.239459,0.318758,0.00755481,-0.0310211,0.222739
UID_75_21_3_all-8,0.345717,-0.65931,0.0505231,-0.29197,-0.173245,0.293797,-0.0654331,0.177327,0.189329
UID_75_21_4_all,-1.91984,-5.32727,0.52171,1.93866,0.378328,-0.876733,0.538023,-0.493856,0.276897
UID_75_22_1_all-8,0.499666,-0.185794,0.129441,-0.438359,-0.361018,0.377774,-0.275908,-0.149085,0.160846
UID_75_22_2_all-16,0.269114,0.203505,0.641475,0.172572,-1.02888,0.574531,-1.56735,-0.153081,0.651163
UID_75_22_3_all-28,0.521367,0.13261,0.0787216,-0.364416,0.083836,0.212581,-0.446048,-0.577724,0.0772304
UID_75_22_4_all-25,0.565494,0.222591,-0.658125,-0.0920905,0.403912,0.236521,-0.287357,0.102033,0.223893
UID_75_23_1_all-5,0.0601275,0.508067,0.476265,1.88573,0.5978,1.3198,-1.67378,0.666158,0.898808
UID_75_23_2_all-14,0.404574,-0.363552,-0.157626,-0.192454,0.281361,-0.0286703,-0.0226109,-0.163041,-0.148197
UID_75_23_3_all-21,0.573909,-0.260516,-0.10684,-0.639557,-0.218502,0.520466,-0.0037353,-0.493261,-0.152285
UID_75_23_4_all-23,0.451232,-0.374235,-0.0539676,-0.246942,0.158263,-0.16741,0.040468,-0.30229,-0.0628578
UID_75_24_1_all-17,0.59498,-0.0445779,0.14079,-0.219667,-0.498262,0.0946799,0.540083,-0.060541,0.170782
UID_75_25_1_all-14,0.240809,-0.806407,-0.0440195,-0.193802,0.0652102,-0.140918,0.0300598,-0.125983,-0.11343
UID_75_25_2_all-17,0.489848,-0.183598,-0.150842,-0.126188,0.194506,-0.209815,0.270705,0.140121,-0.175484
UID_75_25_3_all-18,0.413852,-0.454256,0.029497,-0.218428,-0.179732,-0.644103,0.629493,-0.170524,-0.323563
UID_75_26_1_all-16,0.525876,-0.263751,-0.00532886,-0.42903,-0.0146245,0.207768,0.0130016,0.00775893,0.222763
UID_75_26_2_all-24,0.673244,0.367912,0.148396,-0.815365,-0.856362,-0.127783,-0.363893,-1.1095,-0.785658
UID_75_26_3_all-26,0.458725,1.01869,0.578848,0.843121,-0.0466982,0.612221,-1.68469,-0.38114,0.950542
UID_75_27_1_all-11,0.24797,-0.221617,-0.0839711,0.157282,0.575615,-0.177537,0.206162,-0.0601431,0.433993
UID_75_27_2_all-28,0.783025,0.692592,-0.438092,-0.641999,0.335018,0.0830419,0.251511,-0.284652,-0.31643
UID_75_27_3_all-21,0.421664,0.266141,-0.504967,-0.274116,0.192487,-0.327567,0.674564,-0.034893,-0.324419
UID_75_27_4_all-17,0.536359,-0.2667,0.0248,-0.488354,-0.00214209,0.0722566,-0.157803,-0.195279,0.0114373
UID_75_27_5_all-29,0.610902,0.345449,-0.378373,-0.234312,0.456324,-0.255638,0.385813,-0.191011,-0.422205
UID_75_27_6_all-25,0.580169,-0.016334,-0.0777689,-0.273074,0.10332,-0.262843,-0.0344677,-0.00384851,-0.246804
UID_75_28_1_all-26,0.509521,0.0575787,-0.221777,-0.0789102,0.530445,-0.173683,0.362446,-0.166956,-0.138234
UID_75_28_2_all-22,-2.44946,0.244454,-2.80866,-0.486671,-3.02847,1.44418,1.38131,-0.350685,-2.0685
UID_75_28_3_all-34,0.748574,0.117736,-0.0165501,-0.923361,-0.178531,0.31355,0.156179,0.0889656,0.0707606
UID_75_29_1_all-12,-2.02946,-1.00968,-4.30375,2.02993,0.13155,1.59451,-2.14865,-0.90117,-4.28469
UID_75_29_2_all-26,0.503829,-0.412963,0.057182,-0.800339,-0.363198,0.62559,-0.114808,-0.339837,-0.172903
UID_75_29_3_all-31,0.431149,-0.106515,-0.150726,-0.332486,-0.141933,0.455875,-0.194744,0.791848,0.393408
UID_75_29_4_all-4,0.192998,-1.03238,0.0354298,-0.206009,-0.0689761,0.00484787,0.175987,-0.159713,0.0503484
UID_75_29_5_all-18,0.313134,-0.656225,-0.00351382,-0.450707,-0.250496,-0.0308206,0.109813,0.0700801,-0.110345
UID_75_2_1_all-15,0.356016,-0.243964,-0.0430815,-0.0681949,0.613212,-0.0693191,-0.0890863,-0.550587,0.101875
UID_75_2_2_all-23,0.414837,0.514277,-0.306223,0.0309428,0.765964,0.256738,0.150024,0.116932,0.615079
UID_75_30_1_all-21,0.450639,0.591125,0.313542,0.918304,0.33257,0.207636,0.346406,-0.435408,0.350761
UID_75_30_2_all-30,-2.14847,0.660605,-4.75936,-0.250135,-1.84508,-5.71347,-1.61172,1.05369,1.85194
UID_75_30_3_all-27,0.531441,-0.127996,0.528368,-0.69252,-0.65813,0.13426,-0.00293972,-0.150936,1.14975
UID_75_30_4_all-18,0.506117,-0.122514,-0.140828,-0.178508,0.325136,0.113717,0.33849,-0.141567,-0.110323
UID_75_30_5_all-20,0.576957,0.1023,-0.268812,-0.330742,0.449519,-0.040455,0.0871416,-0.269999,-0.254559
UID_75_30_6_all-16,0.456213,0.0636645,-0.47474,-0.156696,0.438614,0.121663,0.348315,-0.474271,-0.270113
UID_75_32_1_all-22,0.417424,-0.441492,0.0253489,-0.215865,0.139811,-0.193995,0.166833,-0.24416,0.0288218
UID_75_33_1_all-3,-2.1006,0.428927,0.121801,0.648448,4.21258,-1.80691,0.775565,-0.578841,1.58717
UID_75_33_2_all-3,-2.98248,1.67734,0.883348,-2.39159,1.02756,-0.0529101,0.492871,-0.907311,0.427759
UID_75_34_1_all-19,0.375518,-0.588209,-0.0636816,-0.351007,0.0104579,-0.0591681,0.093186,-0.15515,-0.16759
UID_75_34_2_all-28,0.494146,0.211723,0.0431927,-0.0856593,-0.179876,-1.3445,1.36834,-0.25984,0.0958056
UID_75_34_3_all-16,0.342995,-0.507113,-0.103843,-0.516256,-0.152947,0.300973,-0.187103,-0.0129027,-0.018023
UID_75_35_1_all-13,0.394445,-0.52799,-0.0772571,-0.320808,0.0220653,-0.0440883,0.135269,-0.12232,-0.121914
